College_ID,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0074,9.08,9.25,3,Yes,6,4,0,No
CLG0064,9.36,9.29,1,No,3,1,1,No
CLG0042,9.86,10.21,2,Yes,8,7,3,No
CLG0053,8.82,9.03,3,Yes,1,3,2,Yes
CLG0014,8.04,7.82,1,No,4,5,1,No
CLG0037,6.83,6.93,1,No,1,8,5,No
CLG0013,5.91,5.84,8,Yes,7,9,1,No
CLG0072,8.43,7.94,8,No,8,10,2,No
CLG0052,9.97,10.28,2,Yes,2,10,4,Yes
CLG0074,7.34,6.96,8,Yes,4,7,2,No
CLG0033,8.62,8.63,2,No,8,6,4,No
CLG0020,7.48,7.32,5,No,5,5,2,No
CLG0068,7.16,7,1,No,2,5,0,No
CLG0001,7.05,7.03,9,Yes,5,4,4,No
CLG0083,7.52,8.02,4,Yes,8,7,4,No
CLG0088,6.83,6.74,10,Yes,10,1,5,No
CLG0061,8.74,8.42,2,Yes,10,3,1,No
CLG0054,9.37,9.48,1,No,9,6,4,No
CLG0075,9.41,9.15,6,No,6,10,3,Yes
CLG0086,6.14,5.75,8,No,3,1,1,No
CLG0037,9.48,9.03,4,No,3,7,1,No
CLG0067,6.71,6.23,1,No,0,2,5,No
CLG0081,6.55,6.48,1,Yes,2,7,0,No
CLG0040,8.63,8.56,6,Yes,8,4,1,No
CLG0020,6.52,6.21,2,No,0,9,1,No
CLG0035,5.26,5.54,5,No,1,5,3,No
CLG0040,6.87,6.5,2,No,1,1,1,No
CLG0079,8.61,9.03,9,No,7,4,4,No
CLG0075,6.63,6.72,2,Yes,5,4,5,No
CLG0013,8.15,7.68,5,Yes,6,4,5,No
CLG0090,8.3,8.76,4,No,10,3,0,No
CLG0023,8.67,8.48,1,No,3,3,5,No
CLG0013,9.49,9.44,10,No,10,10,5,Yes
CLG0048,7.16,6.94,9,No,3,5,3,No
CLG0050,5.83,6.06,3,Yes,3,5,5,No
CLG0080,6.59,6.58,10,Yes,5,2,2,No
CLG0078,7.16,6.79,8,No,3,10,2,No
CLG0052,8.57,8.17,4,No,0,10,2,Yes
CLG0098,5.07,5.3,9,Yes,0,9,3,No
CLG0093,6.58,6.32,5,Yes,7,3,2,No
CLG0092,8.9,8.54,2,Yes,1,4,4,Yes
CLG0027,8.35,8.35,8,No,8,2,2,No
CLG0038,8.66,8.96,4,No,9,8,2,Yes
CLG0077,9.06,8.84,2,No,7,7,0,No
CLG0067,8.92,8.7,6,Yes,0,3,2,No
CLG0069,8.41,8.74,1,No,9,5,2,No
CLG0059,7.2,6.85,8,Yes,10,1,1,No
CLG0080,9.92,10.04,9,Yes,7,6,4,No
CLG0031,7.85,8.31,7,No,8,10,3,Yes
CLG0086,6.01,6.35,9,Yes,3,6,0,No
CLG0003,6.46,6.02,2,Yes,6,5,3,No
CLG0069,8.47,8.29,1,No,3,9,2,Yes
CLG0067,9.62,9.26,7,Yes,2,4,1,No
CLG0079,5.89,6.34,4,No,10,2,2,No
CLG0098,5.41,5.9,10,Yes,0,7,2,No
CLG0015,9.41,9.14,8,No,1,5,5,No
CLG0027,9.58,9.75,3,No,6,7,5,No
CLG0077,6.38,6.72,7,Yes,5,7,0,No
CLG0098,6.89,6.62,7,No,7,7,0,No
CLG0018,8.3,7.99,10,Yes,10,3,3,No
CLG0010,6.65,6.16,9,No,2,5,2,No
CLG0032,9.39,9.3,4,No,5,1,5,No
CLG0068,5.54,5.94,10,No,5,6,3,No
CLG0066,5.19,5.59,1,Yes,1,4,2,No
CLG0030,6.04,5.67,7,Yes,0,2,0,No
CLG0052,6.43,6.13,10,Yes,1,3,1,No
CLG0095,5.56,5.47,6,No,8,3,5,No
CLG0057,5.33,5.61,1,No,5,1,5,No
CLG0046,8.78,8.89,9,Yes,2,7,3,No
CLG0003,5.82,5.83,10,Yes,9,10,3,No
CLG0063,9.57,9.66,8,Yes,6,3,4,No
CLG0044,6.84,6.44,10,Yes,0,7,5,No
CLG0069,8.35,8.33,4,No,7,10,4,Yes
CLG0098,6.13,6.62,5,Yes,9,10,1,No
CLG0078,6.2,5.79,8,No,6,9,5,No
CLG0055,7.87,7.89,2,Yes,2,6,4,No
CLG0058,7.8,7.6,6,No,3,8,1,No
CLG0062,8.84,8.88,10,Yes,10,1,2,No
CLG0007,8.79,8.86,2,No,6,8,4,Yes
CLG0079,8.35,8.43,8,No,3,8,4,Yes
CLG0019,7.25,7.6,5,No,4,3,3,No
CLG0019,9.45,9.34,10,No,0,6,1,No
CLG0081,8.11,8.13,3,Yes,4,6,3,No
CLG0048,9.95,9.46,2,Yes,9,7,4,No
CLG0077,9.1,9.39,4,No,9,3,5,Yes
CLG0057,5.22,4.98,8,No,3,10,2,No
CLG0021,6.6,6.92,1,Yes,2,1,0,No
CLG0001,7.86,7.63,10,No,8,9,1,No
CLG0082,8.61,8.12,3,No,0,6,1,No
CLG0024,7.75,7.4,1,Yes,9,5,2,No
CLG0030,8.93,9.42,2,Yes,4,2,2,Yes
CLG0062,6.41,6.23,10,Yes,9,4,1,No
CLG0071,5.92,5.53,7,Yes,1,5,1,No
CLG0027,5.27,4.89,1,No,4,10,2,No
CLG0052,7.87,7.68,9,Yes,4,4,5,No
CLG0027,8.44,7.98,8,No,9,10,2,Yes
CLG0067,6.63,6.64,1,No,10,4,2,No
CLG0080,8.07,7.78,10,No,0,6,4,No
CLG0004,5.26,5.28,1,No,3,4,5,No
CLG0045,5.5,5.14,2,No,6,9,1,No
CLG0057,8.51,8.44,2,No,0,2,1,No
CLG0001,6.84,6.94,6,Yes,9,5,2,No
CLG0097,8.36,7.92,1,Yes,1,3,3,No
CLG0044,9.16,9.06,4,No,3,8,0,No
CLG0090,9.26,9.06,7,Yes,9,3,1,No
CLG0067,5.86,5.6,9,Yes,1,8,4,No
CLG0004,7.43,7.53,10,No,1,8,0,No
CLG0033,8.67,8.76,3,Yes,0,2,3,No
CLG0050,8.87,9,4,No,1,10,5,Yes
CLG0005,8.92,8.58,5,Yes,2,7,4,No
CLG0093,6.14,5.93,5,No,3,6,2,No
CLG0052,5.96,5.67,2,No,0,1,3,No
CLG0011,7.95,7.99,5,No,0,2,2,No
CLG0003,8.71,8.67,10,No,6,4,4,No
CLG0018,6.6,6.43,1,Yes,4,2,4,No
CLG0030,5.52,5.81,7,Yes,6,5,2,No
CLG0081,8.58,8.17,5,Yes,9,3,0,No
CLG0046,6.5,6.97,6,No,8,6,1,No
CLG0094,5.83,5.45,9,No,0,9,1,No
CLG0094,5.74,6.01,3,No,7,10,5,No
CLG0097,6.57,6.44,1,No,9,7,4,No
CLG0017,7.96,8.33,8,Yes,3,5,3,No
CLG0039,6.79,6.36,2,Yes,8,1,2,No
CLG0080,5.1,4.97,2,No,1,1,3,No
CLG0033,5.48,5.32,10,No,8,1,2,No
CLG0066,6.45,6.94,4,Yes,7,3,3,No
CLG0066,8.3,8.79,5,Yes,5,7,5,No
CLG0088,5.49,5.18,1,No,4,9,2,No
CLG0005,7.8,7.93,3,No,2,6,4,No
CLG0036,5.6,5.64,8,No,0,7,0,No
CLG0003,6.06,5.71,6,No,5,3,1,No
CLG0032,5.86,5.53,3,Yes,9,8,3,Yes
CLG0014,5.34,5.83,7,No,4,10,5,No
CLG0038,8.36,8.31,6,Yes,7,6,1,No
CLG0005,7.32,6.95,5,No,0,3,3,No
CLG0046,9.16,8.87,8,No,9,2,4,No
CLG0090,5.49,5.26,8,No,0,9,5,No
CLG0056,5.72,5.73,3,Yes,6,7,4,No
CLG0081,6.53,6.37,8,No,7,10,3,Yes
CLG0060,8.83,8.79,10,Yes,9,10,3,Yes
CLG0083,6.53,6.2,9,Yes,0,9,3,No
CLG0075,7.04,6.87,10,Yes,8,4,5,No
CLG0007,6.51,6.08,3,No,6,4,4,No
CLG0013,5.4,5.79,8,Yes,6,6,0,No
CLG0025,9.7,9.4,8,Yes,7,2,0,No
CLG0012,7.74,8,7,Yes,7,10,3,No
CLG0031,8.94,8.79,8,Yes,0,1,2,No
CLG0092,8.29,8.26,1,No,3,10,0,No
CLG0015,7.57,7.36,3,No,10,3,4,No
CLG0097,5.45,5.65,6,No,8,5,4,No
CLG0011,8.21,8.55,7,No,2,2,5,No
CLG0032,5.78,5.57,7,No,5,9,4,No
CLG0080,7.07,6.81,6,No,3,1,1,No
CLG0009,8.15,8.33,4,No,0,3,1,No
CLG0052,8.91,8.61,5,Yes,2,5,4,No
CLG0041,8.43,8.57,9,No,2,1,0,No
CLG0012,8.36,7.95,1,Yes,2,4,1,No
CLG0083,5.75,5.87,2,No,10,10,2,Yes
CLG0078,6.73,6.74,5,No,5,1,3,No
CLG0012,5.21,4.82,5,Yes,8,7,1,No
CLG0064,8.6,8.75,7,Yes,6,1,1,No
CLG0088,9.76,9.71,8,No,6,3,0,No
CLG0073,6.32,6.04,10,No,0,4,0,No
CLG0085,5.44,5.29,6,No,8,4,2,No
CLG0012,7.38,7.37,6,Yes,3,7,5,No
CLG0037,9.28,8.87,5,Yes,7,5,2,No
CLG0005,7.76,8.22,5,No,0,8,5,Yes
CLG0009,5.23,5.4,8,No,7,3,2,No
CLG0057,9.87,9.47,5,No,8,8,2,Yes
CLG0020,9.14,9.46,6,No,4,9,1,No
CLG0070,5.66,5.48,3,No,6,9,2,No
CLG0013,9.61,9.71,5,Yes,10,9,5,Yes
CLG0080,7.25,7.03,9,Yes,9,1,2,No
CLG0084,6.86,7.09,3,No,1,9,4,Yes
CLG0005,7.31,7.53,8,No,0,8,1,No
CLG0043,9.17,9.22,7,Yes,10,2,1,No
CLG0081,8.3,8.04,4,Yes,5,3,1,No
CLG0054,5.3,5.05,5,No,8,7,3,No
CLG0062,9.79,9.67,8,Yes,0,3,2,No
CLG0010,5.74,5.39,10,No,9,2,5,No
CLG0030,8.73,8.57,7,No,0,4,2,Yes
CLG0007,8.18,8.36,10,No,3,9,2,Yes
CLG0057,5.94,6.27,10,No,9,2,0,No
CLG0011,5.85,5.68,2,No,5,1,0,No
CLG0072,9.35,9.08,8,Yes,8,10,0,No
CLG0051,7.1,7.43,8,No,1,7,3,No
CLG0064,8.27,8.66,9,No,4,1,2,No
CLG0031,7.52,7.43,2,No,6,6,1,No
CLG0001,8.64,8.17,4,No,3,5,1,No
CLG0089,7.4,7.59,2,No,5,8,4,Yes
CLG0058,6.44,6.72,4,Yes,5,3,5,No
CLG0092,6.82,6.34,3,No,3,3,0,No
CLG0087,9.3,9.4,7,No,3,1,3,Yes
CLG0051,7.34,7.43,5,No,8,4,4,No
CLG0093,6.07,5.95,7,Yes,10,10,3,No
CLG0022,9.67,9.92,2,No,0,10,1,No
CLG0074,8.98,8.91,4,No,4,6,5,Yes
CLG0046,5.28,5.46,6,Yes,10,5,2,No
CLG0017,9.99,10.01,5,Yes,8,7,1,No
CLG0013,8.47,8.22,2,No,8,10,1,No
CLG0080,5.8,5.91,7,No,8,1,0,No
CLG0076,6.19,6.43,2,No,1,3,1,No
CLG0079,8.46,8.93,9,Yes,6,4,3,Yes
CLG0039,8.9,8.78,7,No,9,6,2,No
CLG0019,6.2,5.76,3,No,7,4,0,No
CLG0085,6.28,6.77,6,Yes,0,7,4,No
CLG0061,6.54,6.66,5,No,1,10,1,No
CLG0096,7.99,8.44,9,No,0,10,0,Yes
CLG0005,5.86,5.46,3,No,8,3,0,No
CLG0057,5.52,5.36,2,No,9,8,0,No
CLG0047,8.39,8.02,2,Yes,10,7,3,No
CLG0079,8.9,9.24,4,Yes,4,3,4,No
CLG0032,7.5,7.88,1,Yes,3,9,0,No
CLG0001,6.82,6.82,9,Yes,7,10,3,No
CLG0079,7.16,6.85,3,No,2,5,4,No
CLG0035,6.94,6.57,5,Yes,7,2,2,No
CLG0084,9.8,9.89,2,No,2,9,3,Yes
CLG0031,8.84,8.85,8,No,5,8,0,No
CLG0020,6.04,6.23,3,No,3,8,1,No
CLG0047,6.92,6.73,5,No,7,1,3,No
CLG0024,7.72,7.62,7,No,6,4,2,No
CLG0040,8.06,7.58,2,Yes,4,7,4,No
CLG0074,7.34,7.45,3,No,2,6,2,No
CLG0078,9.05,8.97,8,No,4,9,4,Yes
CLG0099,8.84,9.26,10,No,3,8,3,Yes
CLG0064,7.53,7.67,8,Yes,7,9,4,No
CLG0093,9.27,9.17,3,No,10,4,0,No
CLG0073,8.76,8.52,10,No,4,8,5,Yes
CLG0010,8.89,9.3,7,No,9,6,3,No
CLG0061,9.78,9.3,2,Yes,9,9,1,No
CLG0002,6.33,6.16,9,No,4,10,2,No
CLG0023,6.34,6.78,8,No,1,1,2,No
CLG0082,9.44,9.59,9,No,8,6,3,No
CLG0065,8.86,8.89,9,No,5,10,1,No
CLG0058,9.63,9.33,7,No,10,10,3,Yes
CLG0011,5.32,5.65,4,No,0,2,0,No
CLG0036,8.14,7.84,5,No,2,3,5,No
CLG0097,5.72,5.47,7,No,3,9,5,No
CLG0063,7.52,7.21,5,No,9,5,0,No
CLG0036,5.78,5.44,10,Yes,9,5,1,No
CLG0057,5.64,6.09,8,No,1,1,3,No
CLG0088,5.06,5.16,5,No,10,10,1,No
CLG0089,8.15,8.29,5,Yes,9,2,1,No
CLG0023,6.8,7.25,5,No,3,9,0,No
CLG0054,5.53,5.26,4,Yes,1,7,0,No
CLG0063,6.61,6.12,7,Yes,5,4,1,No
CLG0086,5.84,5.94,2,No,9,7,1,No
CLG0033,9.71,9.72,10,No,8,10,4,Yes
CLG0047,6.6,6.58,4,Yes,0,2,0,No
CLG0019,6.67,6.23,3,Yes,4,5,1,No
CLG0034,9.2,9.15,10,Yes,8,9,4,Yes
CLG0023,8.24,8.03,8,Yes,10,2,5,No
CLG0090,8.55,8.32,7,Yes,6,3,5,No
CLG0086,8.18,7.9,3,No,10,5,5,No
CLG0067,9.73,9.56,4,Yes,5,5,1,No
CLG0004,6.04,5.89,4,Yes,6,8,4,Yes
CLG0097,9.95,9.76,10,No,8,7,1,No
CLG0075,9.15,9.63,7,No,2,3,5,No
CLG0084,7.94,8.37,8,Yes,7,5,5,Yes
CLG0096,8.31,8.38,4,Yes,0,8,5,Yes
CLG0053,8.24,8.72,8,Yes,9,5,3,No
CLG0015,5.29,5.78,1,No,5,2,0,No
CLG0089,6.09,5.95,9,Yes,8,10,5,No
CLG0017,9.81,9.76,7,No,0,2,1,No
CLG0022,7.67,8.13,4,Yes,4,1,2,No
CLG0034,6.89,7,8,No,7,6,5,No
CLG0033,8.81,8.52,10,No,9,1,2,No
CLG0025,7.62,7.81,2,No,10,8,4,No
CLG0014,5.07,4.78,8,Yes,5,1,0,No
CLG0050,8.68,8.52,10,Yes,5,8,4,Yes
CLG0030,8.66,8.39,6,No,2,6,0,No
CLG0086,5.83,5.57,7,No,7,9,2,No
CLG0022,9.78,9.28,7,No,0,3,5,No
CLG0083,6.12,6.5,2,No,3,7,2,No
CLG0004,7.29,7.09,2,Yes,7,2,5,No
CLG0072,5.57,5.16,4,No,5,5,4,No
CLG0045,8.02,7.61,6,Yes,10,1,5,No
CLG0074,6.88,6.94,4,No,8,5,5,No
CLG0028,6.77,7.26,6,No,0,8,3,No
CLG0054,9.13,8.78,5,Yes,1,10,2,Yes
CLG0058,5.05,4.65,6,No,0,3,0,No
CLG0085,8.99,8.93,9,No,10,6,1,No
CLG0065,7.86,7.92,6,No,3,4,1,No
CLG0037,9.93,9.72,6,No,8,8,1,No
CLG0054,7.95,7.75,8,No,3,2,2,No
CLG0098,5.28,5.2,5,No,8,5,3,No
CLG0011,5.25,5.06,5,No,5,6,2,No
CLG0016,9.42,9.84,10,No,4,8,0,No
CLG0078,9.21,8.75,1,Yes,9,2,5,No
CLG0065,6.73,6.46,6,Yes,3,9,2,No
CLG0095,8.09,8.4,1,No,9,7,2,No
CLG0044,7.45,7.78,8,No,1,10,2,No
CLG0043,9.84,9.45,10,Yes,7,4,2,No
CLG0076,9.75,10.22,9,No,2,10,0,No
CLG0027,9.92,10.11,6,Yes,0,2,2,No
CLG0081,9.33,9.1,9,No,10,8,3,Yes
CLG0080,9.55,9.51,2,No,9,2,4,No
CLG0001,6.09,5.89,9,Yes,6,2,0,No
CLG0030,9.16,8.81,4,Yes,7,9,3,Yes
CLG0064,8.54,8.33,3,No,6,4,1,No
CLG0037,9.81,9.89,1,No,3,7,1,No
CLG0023,7.86,8.19,1,No,7,10,0,Yes
CLG0027,5.43,5.29,8,No,9,4,4,No
CLG0080,7.99,7.84,2,No,3,5,2,No
CLG0088,8.43,8.4,1,Yes,4,1,0,No
CLG0028,6.1,6.24,2,No,7,10,2,No
CLG0030,6.97,7.22,3,No,1,1,2,No
CLG0090,7.99,7.82,4,Yes,9,10,1,No
CLG0088,6.87,6.96,9,Yes,7,10,4,Yes
CLG0095,6.87,6.76,7,No,4,3,2,No
CLG0089,5.67,5.89,5,No,4,6,0,No
CLG0051,9.7,9.36,5,Yes,6,1,1,No
CLG0002,8.75,8.51,6,No,3,4,2,No
CLG0071,5.01,4.94,1,No,2,9,5,No
CLG0087,8.83,9.22,6,Yes,5,2,5,No
CLG0093,8.7,8.77,6,Yes,5,2,5,No
CLG0035,5.05,5.52,5,No,9,2,1,No
CLG0094,6.85,6.45,10,No,5,10,1,No
CLG0029,8.03,7.99,9,Yes,6,10,0,No
CLG0031,7.26,7.18,10,Yes,3,7,0,No
CLG0042,8.89,8.99,10,Yes,2,7,3,No
CLG0066,7.13,7.44,5,Yes,2,6,2,No
CLG0051,5.77,6.11,9,Yes,2,2,5,No
CLG0079,9.88,10.05,10,No,1,5,1,No
CLG0016,6.21,6.35,7,No,5,6,3,No
CLG0008,8.59,9.04,3,No,0,6,0,No
CLG0061,5.72,5.6,9,Yes,5,10,4,No
CLG0092,6.65,6.98,10,No,7,6,1,No
CLG0040,7.21,7.63,7,Yes,5,6,4,No
CLG0081,5.96,5.95,4,Yes,1,1,4,No
CLG0057,7.25,7.48,9,No,6,4,5,No
CLG0078,5.79,5.67,6,Yes,2,1,1,No
CLG0085,7.8,7.46,9,Yes,8,3,3,No
CLG0050,8.32,8.41,4,No,10,2,3,No
CLG0027,5.31,5.01,10,No,7,2,1,No
CLG0085,9.36,9.32,2,Yes,5,6,5,No
CLG0032,5.93,6.3,9,Yes,0,1,2,No
CLG0080,6.13,5.72,10,No,1,4,4,No
CLG0028,8.31,7.84,4,No,7,9,3,No
CLG0029,7.34,7.45,2,No,5,3,1,No
CLG0049,7.5,7.33,7,No,0,8,0,No
CLG0036,5.64,5.56,7,Yes,8,9,0,No
CLG0024,9.03,8.94,5,Yes,7,2,1,No
CLG0085,8.09,7.68,5,Yes,1,5,2,No
CLG0039,5.68,5.18,8,Yes,9,6,0,No
CLG0050,6.87,7.27,6,Yes,4,5,2,No
CLG0008,9.05,8.77,1,No,2,6,1,No
CLG0092,7.84,7.77,4,Yes,0,5,1,No
CLG0082,5.54,6.01,1,Yes,6,7,4,No
CLG0083,6.86,7.19,5,No,8,5,1,No
CLG0019,6.21,5.82,5,Yes,10,5,2,No
CLG0038,7.59,7.6,4,Yes,6,7,3,No
CLG0044,9.22,9.45,9,No,2,3,0,No
CLG0026,7.18,7.38,8,Yes,5,10,0,No
CLG0070,7.17,7.43,10,No,2,7,4,No
CLG0049,9.53,9.49,3,No,3,8,3,Yes
CLG0026,7.88,7.56,5,No,0,5,2,No
CLG0092,7.83,7.79,6,No,1,4,2,No
CLG0032,6.31,6.46,5,Yes,0,2,4,No
CLG0034,8.04,8.15,8,No,9,5,1,No
CLG0045,7.88,7.45,5,Yes,1,6,3,No
CLG0037,6.98,6.54,8,No,3,9,0,No
CLG0089,9.95,10.42,10,No,5,6,3,No
CLG0086,9.41,9.06,10,No,10,6,4,No
CLG0095,8.75,8.54,3,No,7,6,1,No
CLG0006,7.69,7.96,5,No,9,8,5,No
CLG0031,7.31,7.22,4,Yes,8,6,3,No
CLG0065,5.92,5.6,6,No,9,1,1,No
CLG0009,6.53,6.5,3,No,6,1,3,No
CLG0076,8.87,8.94,10,No,3,10,0,No
CLG0021,7.27,7.22,4,No,6,2,2,No
CLG0067,9.41,9.83,4,No,0,1,3,No
CLG0042,5.74,5.52,5,No,10,3,2,No
CLG0046,7.54,7.7,6,No,9,3,2,No
CLG0005,8.23,7.84,2,Yes,10,4,2,No
CLG0037,7.58,7.47,10,No,10,6,4,No
CLG0077,9.45,9.69,8,Yes,5,10,0,No
CLG0029,9.95,9.67,4,No,0,7,2,No
CLG0092,5.58,5.67,7,No,7,9,0,No
CLG0049,5.65,5.3,7,Yes,3,8,3,No
CLG0025,5.65,5.25,10,No,7,6,5,No
CLG0010,8.41,8.43,2,Yes,7,9,0,No
CLG0098,6.86,7.04,7,Yes,1,4,1,No
CLG0015,8.67,8.28,1,No,5,6,2,No
CLG0030,7.03,7.45,2,No,9,7,3,No
CLG0077,8.14,7.87,5,No,3,2,2,No
CLG0059,8.85,8.47,8,Yes,2,1,2,Yes
CLG0055,7.74,7.44,7,No,8,10,3,No
CLG0055,7.7,7.37,3,Yes,9,8,3,No
CLG0069,5.44,5.03,10,Yes,8,8,4,No
CLG0014,7.05,7.35,9,No,1,7,4,No
CLG0074,7.73,7.73,5,Yes,4,9,4,No
CLG0098,7.31,7.2,3,Yes,9,9,0,No
CLG0095,9.5,9.95,7,No,9,3,1,No
CLG0056,9.53,9.4,4,No,6,1,1,No
CLG0061,9.11,8.78,1,No,8,9,0,Yes
CLG0005,6.88,6.65,5,No,7,1,4,No
CLG0006,8.59,8.33,8,Yes,9,1,1,No
CLG0013,6.98,6.98,4,No,3,5,4,No
CLG0040,6.16,5.95,7,No,2,2,3,No
CLG0059,6.71,6.73,8,No,0,2,0,No
CLG0013,5.35,5.52,9,No,0,5,4,No
CLG0046,6.66,6.94,9,No,8,7,0,No
CLG0097,7.3,7.51,5,No,3,6,2,No
CLG0023,9.78,9.49,6,No,7,5,0,No
CLG0021,6.57,6.19,7,No,3,3,0,No
CLG0072,9.51,9.55,10,No,5,9,4,Yes
CLG0034,6.14,5.84,2,Yes,3,8,0,No
CLG0053,5.95,5.53,9,Yes,1,3,5,No
CLG0095,7.59,7.62,1,Yes,0,7,5,No
CLG0031,8.36,8.19,6,No,7,3,2,Yes
CLG0084,5.22,5.48,6,No,5,6,3,No
CLG0099,6.11,5.92,7,No,0,3,5,No
CLG0066,7.28,7.76,2,Yes,4,8,1,No
CLG0088,6.66,6.92,6,Yes,2,3,3,No
CLG0075,8.56,8.12,6,Yes,1,5,0,No
CLG0068,7.56,7.57,9,Yes,2,3,5,No
CLG0026,5.8,5.86,8,Yes,1,8,2,No
CLG0014,9.47,9.67,5,No,9,10,2,Yes
CLG0084,6.46,6.46,7,No,1,9,3,No
CLG0100,8.66,8.64,7,Yes,0,6,4,No
CLG0025,8.9,8.77,5,Yes,2,10,1,No
CLG0074,9.82,9.59,7,No,2,4,0,No
CLG0099,7.49,7.94,3,Yes,3,10,0,No
CLG0064,8.08,7.9,7,No,2,4,3,No
CLG0069,6.67,6.23,6,Yes,7,5,2,No
CLG0068,8.39,8.06,6,No,3,3,2,No
CLG0020,7.32,7.68,2,No,9,4,4,No
CLG0087,7.19,7.28,2,No,0,4,1,No
CLG0043,9.28,9.56,7,No,1,1,0,No
CLG0005,5.25,5.56,1,Yes,6,1,3,No
CLG0093,9.41,9.73,9,No,5,9,4,Yes
CLG0093,9.26,9.31,3,Yes,8,3,1,No
CLG0032,7.53,7.21,6,No,5,5,0,No
CLG0086,7.45,7.1,3,Yes,1,2,1,No
CLG0045,6.81,6.88,9,No,7,1,0,No
CLG0043,9.97,9.84,10,Yes,8,7,5,No
CLG0071,5.56,5.62,7,Yes,4,10,1,No
CLG0097,7.95,7.95,1,No,5,9,1,No
CLG0022,8.41,8.51,4,No,3,4,5,No
CLG0041,9.67,9.2,5,Yes,10,4,3,No
CLG0058,8.9,8.43,7,Yes,1,3,4,No
CLG0059,8.22,8.44,7,Yes,4,3,2,No
CLG0028,5.58,5.27,5,Yes,4,2,1,No
CLG0085,6.87,7.02,1,Yes,0,3,3,No
CLG0055,5.69,5.74,5,No,4,5,5,No
CLG0051,9.41,9.89,5,Yes,0,8,2,Yes
CLG0036,8.75,9.09,4,Yes,2,8,4,Yes
CLG0068,8.79,8.7,6,No,10,5,4,Yes
CLG0043,8.26,8.38,8,No,8,1,1,No
CLG0006,7.54,7.16,10,No,3,10,5,No
CLG0083,5.75,5.64,5,Yes,8,2,5,No
CLG0051,6.65,6.88,8,No,5,8,0,No
CLG0053,5.68,5.8,5,No,0,10,4,No
CLG0011,8.62,8.6,3,No,2,9,3,Yes
CLG0050,5.8,5.48,8,No,2,7,1,No
CLG0017,8.51,8.81,4,Yes,3,9,4,Yes
CLG0046,8.46,8.23,3,Yes,9,9,1,Yes
CLG0082,7.3,7.62,3,No,3,6,0,No
CLG0046,5.68,5.79,6,No,7,6,4,No
CLG0077,6.57,6.44,8,No,2,7,1,No
CLG0041,6.6,6.14,10,No,10,1,3,No
CLG0051,8.5,8.23,5,No,3,9,4,Yes
CLG0011,5.57,5.96,1,No,2,1,0,No
CLG0051,9.15,9.47,1,No,6,8,2,Yes
CLG0027,8.81,8.88,3,Yes,5,10,2,Yes
CLG0049,5.93,5.9,6,No,0,2,1,No
CLG0016,8.6,8.75,2,No,9,10,4,Yes
CLG0050,8.34,8.31,1,Yes,0,7,4,No
CLG0015,8.74,8.88,7,Yes,5,5,0,No
CLG0054,5.94,5.75,2,No,2,8,2,No
CLG0014,5.79,6.13,8,Yes,8,10,5,No
CLG0079,6.18,6.38,2,No,1,7,3,No
CLG0082,6.83,6.66,1,Yes,2,8,5,No
CLG0076,8.97,9.3,10,No,8,2,2,No
CLG0026,8.69,8.68,2,No,5,10,4,Yes
CLG0040,9.63,9.3,2,No,0,9,3,Yes
CLG0018,5.29,4.87,7,No,1,6,3,No
CLG0026,5.06,5.26,1,No,6,6,0,No
CLG0018,8.5,8.87,3,No,5,6,5,No
CLG0001,6.4,6.71,5,No,0,1,1,No
CLG0016,6.67,6.83,7,No,9,7,1,No
CLG0021,7.73,7.37,6,No,1,2,0,No
CLG0072,5.51,5.1,8,No,5,2,4,No
CLG0066,8.21,8.06,1,Yes,5,5,4,No
CLG0083,6.63,6.98,7,No,5,6,1,No
CLG0093,8.16,8.62,9,No,8,1,2,No
CLG0094,9.17,8.91,7,No,1,1,0,No
CLG0003,5.86,6.12,6,Yes,9,1,2,No
CLG0008,9.65,9.72,9,Yes,9,7,0,No
CLG0099,7.65,7.18,4,Yes,10,1,0,No
CLG0018,9.61,9.65,10,No,8,9,1,No
CLG0090,6.04,6.35,6,Yes,8,3,1,No
CLG0025,8.02,7.8,6,No,9,10,5,No
CLG0072,7.02,7.42,10,No,8,2,2,No
CLG0018,8.87,8.61,3,No,8,6,4,No
CLG0024,8.03,7.61,7,No,2,2,3,No
CLG0069,7.47,7.13,1,No,9,5,5,No
CLG0026,9.56,9.9,8,Yes,8,5,2,No
CLG0074,6.89,6.81,8,Yes,9,9,0,No
CLG0011,6.1,6.4,8,No,8,4,3,No
CLG0004,8.04,8.07,9,Yes,2,8,3,Yes
CLG0010,8.12,8.1,4,Yes,3,7,5,Yes
CLG0012,7.2,7.51,6,Yes,3,7,3,No
CLG0074,7.43,7.35,7,No,3,1,5,No
CLG0012,9.8,10.1,2,No,6,6,3,No
CLG0005,8.66,8.26,6,Yes,4,6,5,No
CLG0091,5.55,5.69,8,No,6,10,5,No
CLG0097,6.06,6.26,4,No,5,8,3,Yes
CLG0096,9.88,10.28,5,No,6,6,2,No
CLG0005,8.63,8.35,8,Yes,7,8,1,Yes
CLG0023,9.58,9.68,3,Yes,5,6,1,No
CLG0056,6.52,6.45,6,Yes,8,8,0,No
CLG0088,8.71,8.59,1,No,3,5,4,Yes
